id,text,category,intent_hint,created_at
CS-02231,Certain ports appear to be blocked on my network since this morning.,Technical Issue,port_blocked,2025-08-26 09:10:26.355576
CS-02232,I need to verify my account to sign in — any quick fix?,Account Access,session_timeout,2025-08-26 09:10:26.355576
CS-02233,How can I change my email address? asap please?,Account Access,two_factor,2025-08-26 09:10:26.355576
CS-02234,What are your customer support hours? for my account.,General Inquiry,contract_terms,2025-08-26 09:10:26.355576
CS-02235,My router keeps disconnecting every few minutes since this morning.,Technical Issue,wifi_drop,2025-08-26 09:10:26.355576
CS-02236,How do business accounts work for teams? since this morning.,General Inquiry,contract_terms,2025-08-26 09:10:26.355576
CS-02237,My promo code didn't apply at checkout after the latest update.,Billing,update_card,2025-08-26 09:10:26.355576
CS-02238,How long does installation usually take? after the latest update.,General Inquiry,international_roaming,2025-08-26 09:10:26.355576
CS-02239,How do I update the router firmware? for my account?,Technical Issue,outage_area,2025-08-26 09:10:26.355576
CS-02240,I want to deactivate my account — any quick fix?,Account Access,session_timeout,2025-08-26 09:10:26.355576
CS-02241,Forgot my username and need access — please advise.,Account Access,signup_problem,2025-08-26 09:10:26.355576
CS-02242,How do I update my card details? after the latest update.,Billing,credit_note,2025-08-26 09:10:26.355576
CS-02243,i was charged twice for my subscription — any quick fix?,Billing,payment_failed,2025-08-26 09:10:26.355576
CS-02244,Why does my session keep expiring so fast? after the latest update.,Account Access,verify_account,2025-08-26 09:10:26.355576
CS-02245,When does my billing cycle start and end? since this morning.,Billing,credit_note,2025-08-26 09:10:26.355576
CS-02246,Please issue a refund for the mistaken charge this week.,Billing,payment_failed,2025-08-26 09:10:26.355576
CS-02247,Payment failed but the money was deducted this week.,Billing,payment_failed,2025-08-26 09:10:26.355576
CS-02248,How do I reset my security? after the latest update.,Account Access,update_phone,2025-08-26 09:10:26.355576
CS-02249,I'm getting error code APP-19 on login — please advise.,Technical Issue,app_crash,2025-08-26 09:10:26.355576
CS-02250,Do you support international roaming? since this morning.,General Inquiry,business_account,2025-08-26 09:10:26.355576
CS-02251,Is service available at my address in Darwin?,General Inquiry,availability,2025-08-26 09:10:26.355576
CS-02252,Can you provide a credit note for the overcharge? on my laptop and phone.,Billing,promo_code,2025-08-26 09:10:26.355576
CS-02253,What are the prices and data limits for each plan? after the latest update.,General Inquiry,support_hours,2025-08-26 09:10:26.355576
CS-02254,How do I update my card details? thanks.,Billing,plan_change,2025-08-26 09:10:26.355576
CS-02255,Payment failed but the money was deducted after the latest update.,Billing,promo_code,2025-08-26 09:10:26.355576
CS-02256,Pages won't load—could it be a DNS problem? — any quick fix?,Technical Issue,internet_down,2025-08-26 09:10:26.355576
CS-02257,Is service available at my address in Newcastle? on my laptop and phone.,General Inquiry,data_limits,2025-08-26 09:10:26.355576
CS-02258,the app crashes when i try to open settings thanks?,Technical Issue,latency,2025-08-26 09:10:26.355576
CS-02259,High latency during video calls since yesterday asap please.,Technical Issue,packet_loss,2025-08-26 09:10:26.355576
CS-02260,i'm getting error code e403 on login since this morning.,Technical Issue,outage_area,2025-08-26 09:10:26.355576
CS-02261,How do I change my plan without extra charges? thanks.,Billing,overcharged,2025-08-26 09:10:26.355576
CS-02262,my promo code didn't apply at checkout — please advise.,Billing,plan_change,2025-08-26 09:10:26.355576
CS-02263,Is there a free trial I can test first? for my account.,General Inquiry,plans_prices,2025-08-26 09:10:26.355576
CS-02264,Please help me update my registered username today.,Account Access,signup_problem,2025-08-26 09:10:26.355576
CS-02265,Experiencing packet loss while gaming?,Technical Issue,slow_speed,2025-08-26 09:10:26.355576
CS-02266,I got locked out after too many attempts this week.,Account Access,locked_out,2025-08-26 09:10:26.355576
CS-02267,I need to verify my account to sign in — any quick fix?,Account Access,update_phone,2025-08-26 09:10:26.355576
CS-02268,When does my billing cycle start and end? on my laptop and phone.,Billing,update_card,2025-08-26 09:10:26.355576
CS-02269,My promo code didn't apply at checkout for my account.,Billing,invoice_copy,2025-08-26 09:10:26.355576
CS-02270,i was charged twice for my subscription since this morning?,Billing,cancel_subscription,2025-08-26 09:10:26.355576
CS-02271,Please issue a refund for the mistaken charge on my laptop and phone.,Billing,billing_cycle,2025-08-26 09:10:26.355576
CS-02272,How do I change my plan without extra charges? after the latest update.,Billing,update_card,2025-08-26 09:10:26.355576
CS-02273,My router keeps disconnecting every few minutes asap please.,Technical Issue,dns_issue,2025-08-26 09:10:26.355576
CS-02274,How do business accounts work for teams? today.,General Inquiry,installation,2025-08-26 09:10:26.355576
CS-02275,I want to cancel my subscription before renewal after the latest update.,Billing,cancel_subscription,2025-08-26 09:10:26.355576
CS-02276,Please help me update my registered phone number since this morning.,Account Access,locked_out,2025-08-26 09:10:26.355576
CS-02277,How do I change my plan without extra charges? asap please.,Billing,update_card,2025-08-26 09:10:26.355576
CS-02278,I need to verify my account to sign in this week?,Account Access,deactivate_account,2025-08-26 09:10:26.355576
CS-02279,How can I change my email address? since this morning.,Account Access,password_reset,2025-08-26 09:10:26.355576
CS-02280,I need to verify my account to sign in this week.,Account Access,username_issue,2025-08-26 09:10:26.355576
CS-02281,What are your customer support hours? for my account.,General Inquiry,features,2025-08-26 09:10:26.355576
CS-02282,do you offer a student discount?,General Inquiry,features,2025-08-26 09:10:26.355576
CS-02283,Internet is not working in my area on my laptop and phone?,Technical Issue,packet_loss,2025-08-26 09:10:26.355576
CS-02284,I want to deactivate my account this week.,Account Access,login,2025-08-26 09:10:26.355576
CS-02285,Speed is very slow compared to my plan?,Technical Issue,wifi_drop,2025-08-26 09:10:26.355576
CS-02286,How do I change my plan without extra charges? thanks?,Billing,promo_code,2025-08-26 09:10:26.355576
CS-02287,The app crashes when I try to open settings,Technical Issue,packet_loss,2025-08-26 09:10:26.355576
CS-02288,Login keeps failing with an 'invalid credentials' message,Account Access,login,2025-08-26 09:10:26.355576
CS-02289,Which features are included in the standard plan? today.,General Inquiry,support_hours,2025-08-26 09:10:26.355576
CS-02290,My router keeps disconnecting every few minutes since this morning?,Technical Issue,dns_issue,2025-08-26 09:10:26.355576
CS-02291,I need a tax invoice with ABN for my records — any quick fix?,Billing,invoice_copy,2025-08-26 09:10:26.355576
CS-02292,What are the prices and data limits for each plan? this week.,General Inquiry,business_account,2025-08-26 09:10:26.355576
CS-02293,Pages won't load—could it be a DNS problem? for my account.,Technical Issue,wifi_drop,2025-08-26 09:10:26.355576
CS-02294,Why does my session keep expiring so fast? since this morning.,Account Access,deactivate_account,2025-08-26 09:10:26.355576
CS-02295,Experiencing packet loss while gaming asap please.,Technical Issue,latency,2025-08-26 09:10:26.355576
CS-02296,Payment failed but the money was deducted today.,Billing,payment_failed,2025-08-26 09:10:26.355576
CS-02297,what are your customer support hours? after the latest update.,General Inquiry,student_discount,2025-08-26 09:10:26.355576
CS-02298,I cannot log in to my account — please advise.,Account Access,security_alert,2025-08-26 09:10:26.355576
CS-02299,Is there a free trial I can test first? on my laptop and phone.,General Inquiry,availability,2025-08-26 09:10:26.355576
CS-02300,I was charged twice for my subscription this week.,Billing,overcharged,2025-08-26 09:10:26.355576
CS-02301,My router keeps disconnecting every few minutes — any quick fix?,Technical Issue,wifi_drop,2025-08-26 09:10:26.355576
CS-02302,When does my billing cycle start and end? today.,Billing,double_charge,2025-08-26 09:10:26.355576
CS-02303,High latency during video calls since yesterday — please advise.,Technical Issue,outage_area,2025-08-26 09:10:26.355576
CS-02304,Wi‑Fi keeps dropping on multiple devices for my account.,Technical Issue,firmware_update,2025-08-26 09:10:26.355576
CS-02305,Can you provide a credit note for the overcharge? since this morning.,Billing,plan_change,2025-08-26 09:10:26.355576
CS-02306,when does my billing cycle start and end? this week.,Billing,double_charge,2025-08-26 09:10:26.355576
CS-02307,Please help me update my registered phone number,Account Access,username_issue,2025-08-26 09:10:26.355576
CS-02308,How do I update my card details?,Billing,tax_invoice,2025-08-26 09:10:26.355576
CS-02309,Is service available at my address in Melbourne? — please advise.,General Inquiry,business_account,2025-08-26 09:10:26.355576
CS-02310,Which features are included in the standard plan?,General Inquiry,student_discount,2025-08-26 09:10:26.355576
CS-02311,How do I update the router firmware? asap please.,Technical Issue,internet_down,2025-08-26 09:10:26.355576
CS-02312,What are the prices and data limits for each plan? since this morning.,General Inquiry,data_limits,2025-08-26 09:10:26.355576
CS-02313,Why does my session keep expiring so fast? for my account.,Account Access,security_alert,2025-08-26 09:10:26.355576
CS-02314,How do I update the router firmware? on my laptop and phone?,Technical Issue,outage_area,2025-08-26 09:10:26.355576
CS-02315,Pages won't load—could it be a DNS problem? today.,Technical Issue,packet_loss,2025-08-26 09:10:26.355576
CS-02316,Payment failed but the money was deducted thanks.,Billing,cancel_subscription,2025-08-26 09:10:26.355576
CS-02317,My password isn't working and I can't sign in,Account Access,two_factor,2025-08-26 09:10:26.355576
CS-02318,is there an outage in melbourne? asap please.,Technical Issue,wifi_drop,2025-08-26 09:10:26.355576
CS-02319,I got locked out after too many attempts today.,Account Access,reactivate_account,2025-08-26 09:10:26.355576
CS-02320,Can I get a copy of last month's invoice? for my account.,Billing,update_card,2025-08-26 09:10:26.355576
CS-02321,Experiencing packet loss while gaming asap please.,Technical Issue,slow_speed,2025-08-26 09:10:26.355576
CS-02322,How do business accounts work for teams? this week.,General Inquiry,trial,2025-08-26 09:10:26.355576
CS-02323,what are your customer support hours? for my account.,General Inquiry,features,2025-08-26 09:10:26.355576
CS-02324,My router keeps disconnecting every few minutes after the latest update?,Technical Issue,outage_area,2025-08-26 09:10:26.355576
CS-02325,Can I get a copy of last month's invoice? on my laptop and phone.,Billing,update_card,2025-08-26 09:10:26.355576
CS-02326,I want to know about your plans since this morning.,General Inquiry,installation,2025-08-26 09:10:26.355576
CS-02327,High latency during video calls since yesterday,Technical Issue,internet_down,2025-08-26 09:10:26.355576
CS-02328,Speed is very slow compared to my plan since this morning.,Technical Issue,port_blocked,2025-08-26 09:10:26.355576
CS-02329,Can you provide a credit note for the overcharge? after the latest update.,Billing,billing_cycle,2025-08-26 09:10:26.355576
CS-02330,High latency during video calls since yesterday asap please.,Technical Issue,app_crash,2025-08-26 09:10:26.355576
CS-02331,I want to know about your plans thanks.,General Inquiry,data_limits,2025-08-26 09:10:26.355576
CS-02332,why does my session keep expiring so fast?,Account Access,login,2025-08-26 09:10:26.355576
